COSMIC_ID,14.3.3_beta,14.3.3_zeta,4E.BP1,4E.BP1_pS65,4E.BP1_pT37_T46,53BP1,ACC_pS79,ADAR1,Akt,Akt_pS473,Akt_pT308,Annexin_VII,Annexin.1,AR_x,ATM_x,B.Raf_pS445,Bad_pS112,Bax,Bcl.2,Bcl.xL,beta.Catenin,c.Jun_pS73,c.Kit,C.Raf_pS338,Caveolin.1,CD31,CD49b,Chk2,Claudin.7,Collagen_VI,Cyclin_B1,Cyclin_E1,DJ.1,Dvl3,E.Cadherin,eEF2K,EGFR_x,EGFR_pY1173,eIF4E,ETS.1,FASN_x,Fibronectin,FoxM1,G6PD_x,Gab2,GATA3_x,GSK3.alpha.beta,GSK3.alpha.beta_pS21_S9,HER2,HER3,Heregulin,IGFBP2_x,INPP4B_x,IRS1_x,JNK_pT183_Y185,Lck,MAPK_pT202_Y204,MEK1,MEK1_pS217_S221,MIG.6,mTOR,Myosin.IIa.pS1943,N.Cadherin,N.Ras,NDRG1_pT346,Notch1,p27_pT198,p70S6K_pT389,PAI.1,PDK1,PDK1_pS241,PEA15_x,PEA15_pS116,PI3K.p85,PKC.alpha,PKC.delta_pS664,PKC.pan_BetaII_pS660,PR,PRAS40_pT246,PREX1_x,PTEN_x,Rab25,Rad50,Raptor,Rb_pS807_S811,RBM15_x,Rictor_pT1135,S6_pS235_S236,S6_pS240_S244,SF2,Shc_pY317,Smad1,Smad3,Smad4,Src,Src_pY416_Caution,Src_pY527,STAT3_pY705_Caution,Syk,TAZ_x,TFRC_x,TIGAR_x,Transglutaminase,Tuberin,Tuberin_pT1462,VEGFR2,YB.1_pS102,YWHAB,YWHAZ,EIF4EBP1,TP53BP1,ACACA,ADAR,AKT1,ANXA7,ANXA1,AR_y,ATM_y,BRAF,BAD,BAX,BCL2,BCL2L1,CTNNB1,JUN,KIT,RAF1,CAV1,ITGA2,CHEK2,CLDN7,COL6A1,CCNB1,CCNE1,PARK7,DVL3,CDH1,EEF2K,EGFR_y,EIF4E,ETS1,FASN_y,FN1,FOXM1,G6PD_y,GAB2,GATA3_y,GSK3B,GSK3A,ERBB2,ERBB3,NRG1,IGFBP2_y,INPP4B_y,IRS1_y,MAPK8,LCK,MAPK1,MAP2K1,ERRFI1,MTOR,MYH9,CDH2,NRAS,NDRG1,NOTCH1,CDKN1B,RPS6KB1,SERPINE1,PDPK1,PEA15_y,PIK3R1,PRKCA,PRKCD,PRKCB,PGR,AKT1S1,PREX1_y,PTEN_y,RAB25,RAD50,RB1,RBM15_y,RICTOR,RPS6,SRSF1,SHC1,SMAD1,SMAD3,SMAD4,SRC,STAT3,SYK,TAZ_y,TFRC_y,TIGAR_y,TGM2,TSC2,KDR,FYB1
753592,-0.215038,0.23259,0.0427,0.331675,0.609803,0.307068,-0.035547,-0.068753,-0.22208,0.234973,-0.075112,-0.041274,0.811941,1.282031,0.666535,-0.650819,-0.182496,-0.793374,-0.364963,-0.581149,0.599922,0.479324,0.261804,0.087446,1.488666,-0.222865,0.105618,-0.339296,-0.460801,0.273326,1.023098,0.352702,-0.423839,0.064881,-1.389469,0.176258,0.932773,-0.072674,-0.170887,-0.19085,-0.824466,0.637878,0.767899,0.712514,-0.253975,-0.528415,0.236696,0.313401,-0.424098,-0.132152,1.330819,-0.389376,-0.109295,0.765703,-0.110136,-0.47409,1.099047,-0.109606,0.050762,0.138001,-0.063971,0.952677,0.394774,-0.083673,0.419636,0.254895,-0.215918,0.818887,3.343174,-0.386739,-0.390758,-0.017938,-0.196439,0.134427,0.688958,0.003017,-0.183482,0.004951,-0.024127,-0.544967,-0.112469,-0.555431,0.400848,-0.182718,0.623294,-0.761802,0.392411,0.819566,0.875022,-0.566034,-0.219238,0.078597,-0.198276,-0.080648,-0.111236,0,-0.542873,-0.064244,-2.020648,0.457525,-0.903619,-0.264315,-0.261757,0.606127,0.029824,1.220433,-0.163435,8.048263326,10.40995577,6.392964604,6.355142313,7.548950604,8.591118433,7.195405839,7.158178212,9.411879658,6.120496282,6.308107722,4.585697724,4.313885593,5.393140682,0.66891291,6.231007585,9.034078248,7.612183941,1.537446747,6.979041903,9.156026811,6.628354027,3.319084499,1.537446747,9.951044777,8.117781897,4.777032627,6.996994222,6.626557955,-0.303430747,5.62310922,8.898569051,6.205166393,8.280056727,9.033118183,8.617732267,7.986004532,9.296599757,4.44331741,1.180691064,6.4013922,6.924291809,5.58908325,1.431707494,7.401829792,3.452132965,2.926118237,7.0096819,5.626108587,-2.519748654,7.477015579,6.087364042,6.208371938,7.2850467,12.12493937,8.051613627,6.738332359,7.717039384,6.177627799,4.850682342,6.284382367,10.79469298,5.43888935,8.262237763,5.229233416,7.916534216,4.783494877,-2.519748654,-6.607211495,6.053007293,4.265463385,6.14913633,-2.214894073,6.696997204,6.458372933,4.789928311,5.869281582,10.17993861,8.476641754,7.07786577,4.242193605,6.782554267,5.435473877,5.593993512,8.026748658,0.107034022,4.683383393,9.027684617,3.907502559,5.338598089,6.827807583,-2.214894073,1.219336992
753595,-0.06832648,0.134350092,-0.310591749,-0.304332005,-0.268412525,1.124091912,1.078677331,-0.158918829,0.516889026,1.149654202,0.38446997,0.144043122,0.471278743,-0.039460251,1.01391134,-0.485096269,-0.197311712,-0.154943705,-0.091825336,1.370654443,0.98173229,-0.442291548,-0.151817361,0.239462846,2.946703665,0.017699229,2.77074978,-0.381453221,2.464430042,-0.160971059,0.729051519,0.308516863,1.10548037,0.136715258,3.678953155,-0.358462748,1.973698789,-0.015664381,0.288339128,-0.318042758,-0.145827751,-0.611361767,-0.01760467,-0.079605728,-1.625373681,-0.302790252,0.233292576,0.019881602,1.674101488,1.602494522,-0.113537947,-0.164784722,1.270730468,0.592892633,-0.466012841,-0.494308844,-0.767901499,-0.344674578,-0.412715486,0.284851112,0.332166471,0.113043143,-0.024039212,0.007780491,-0.145140129,-0.34427236,-0.456110148,-0.087678535,0.122848827,-0.127250511,-0.022766992,-0.382796291,-0.663309329,0.167584131,-0.240869647,-0.268997947,-0.768641258,0.129332889,0.246339606,-0.230240225,0.274166252,1.52654332,0.384156784,-0.055106127,0.333403237,0.431455583,-0.062696215,0.374623403,0.648425403,0.359858886,-0.374742217,0.136127671,0.099691267,-0.085600846,0.097860836,0.471298494,-0.810238461,0.040690596,-0.091510905,0.018578226,0.148070251,-0.489830168,4.200277471,-0.189170219,-0.119369853,1.594624767,-0.157463001,8.14270773,9.95620352,5.22922811,7.43075755,7.40521081,9.16655056,7.31723472,6.89905892,8.1082583,0.48725072,7.92336402,5.24760208,5.08938123,4.95003761,-0.54853386,9.8911073,8.8267139,6.81146635,3.29827312,6.85078553,6.89315971,9.10231298,2.31058249,7.69893852,3.50759036,3.88704603,1.97931801,6.72793051,7.51944681,8.80159803,4.07729172,9.05230401,5.79651183,5.59600799,7.75130142,8.47169138,2.78455,6.429112,4.61791013,5.79699797,7.8631996,5.77594469,8.95457486,8.61643045,-3.67946473,-1.94828149,7.72595333,7.89040986,5.83489428,-1.31209366,7.03075625,6.18602111,8.70191599,7.42011979,10.2351409,4.1440299,6.20213872,5.62623225,3.69174562,6.19637676,6.23132788,3.67843911,6.32363149,7.96260502,5.67870293,6.05585435,4.74964905,-6.00139282,-8.32332092,6.04620827,2.54781427,6.83390758,5.93119105,6.87638976,5.7391469,3.90939979,7.18685602,8.74854991,7.23465128,6.68655143,4.95091162,8.6564057,4.58225412,6.70687202,8.59957702,4.30808353,6.11072084,7.960292,3.36798641,12.99005761,6.8661562,-1.22528883,-3.1940379
753600,0.124452125,-0.261361423,-1.133630637,-0.501149479,-1.012030899,-0.092406612,-1.152977684,0.229216806,0.229849829,0.705576568,0.424525957,0.117498961,-0.022458522,0.07087913,0.107715,-1.091729919,-0.072204444,-0.307961329,0.144836158,-0.14176503,-0.106361504,-0.119139757,0.122706747,0.088159629,2.307381053,0.021557326,0.218888254,-0.811262758,-0.131216607,0.387466279,-1.130750424,0.377909157,-0.427651366,0.409309944,-0.58533564,-0.236339564,0.989426366,0.002522084,0.083247173,0.33030992,-0.654227857,1.071201744,-1.182587946,2.114603839,-0.556479695,0.082149589,0.078621511,0.493041328,1.027434805,-0.419024165,0.337244505,0.472381915,0.562473752,0.078413843,0.128720608,0.037929807,0.844435922,-0.244280708,0.025189404,-0.219387987,-0.391581927,0.120483681,0.241486581,0.126188647,0.118470612,-0.205857189,0.049155985,0.428901889,1.791356339,0.068444752,0.25130642,0.093605399,0.726706537,-0.344863298,0.662137243,-0.017444111,-0.429474467,-0.429498126,0.31890587,0.212188028,-0.189344081,-0.081180138,-0.369217888,0.067880009,-1.185853722,-0.649728658,0.14912232,0.113392576,0.05703286,0.34424921,0.275852292,-0.219260152,0.056837257,-0.132930175,-0.347728008,-0.081082863,0.078343752,0.528469755,-1.6138576,0.306260048,1.593135227,-0.000110106,0.975154169,0.424836195,0.364999639,1.341925032,-0.264402538,9.066055616,10.07575995,3.284354544,6.675827254,8.156510252,8.655782375,8.10006777,6.967519171,8.058584189,2.880056329,6.232176862,3.852880879,5.441122233,5.870880942,4.19894397,6.916774178,9.014595646,7.303460793,0.985195423,7.120114975,8.454308522,4.004954312,4.083789529,-2.019947881,8.041866883,7.645743336,4.718433951,7.095950392,7.525678567,0.612320335,5.672742338,9.380153901,6.945753962,6.695769024,7.606126156,11.44055555,6.144097049,8.703420522,4.432440461,-4.341875975,7.956636699,5.696063122,8.41202721,0.28539733,3.824466469,6.514438384,4.816192668,6.292027434,5.029122726,-3.061768056,7.855911152,6.478872839,3.520539991,6.282136117,10.04447733,7.560229914,6.348745648,6.010482794,5.141075999,5.385801417,5.741223395,6.883933965,6.660034813,7.77005145,6.417893345,7.005824477,4.612735798,-1.534521053,-7.149230898,6.536941309,-2.901303384,6.090815048,-3.448791179,6.508868986,5.701541965,4.302495371,4.606908401,9.739357782,7.916227312,9.090125223,3.880746449,7.098474144,6.078836194,5.252448628,9.120352397,0.089173842,4.356084459,10.19041907,4.363015745,8.213295154,6.133712716,-3.689799279,3.009378791
753604,0.073330278,-0.131814474,-0.766931164,-0.39622553,-1.285733744,-0.028704261,0.668416903,-0.380960091,0.060901262,-0.560282352,-0.725704109,-0.127972987,0.319314412,-0.315128697,0.23571858,-0.538918138,0.300708053,0.311897215,-0.547746682,0.955982075,2.006796974,-0.409162051,-0.095034672,0.000835672,3.013386774,-0.234919718,1.771810995,-0.661041915,3.880245931,0.06666826,0.052120435,-0.323951056,-0.680775354,0.576949604,4.254535929,0.198175472,1.35772599,0.25744385,0.148920304,0.338171903,-0.078044648,1.604711172,0.076042988,-0.163492325,-0.502611694,0.905422175,0.000776484,-0.372238905,0.975890808,0.431109031,-0.22336298,-0.697682089,0.338000939,0.016785585,1.061067991,0.144979454,0.62128415,0.177617327,0.017431919,-0.30295263,-0.642566488,0.108386846,0.287449774,-0.139654387,-0.525342267,0.392914639,-0.510420877,-0.933311561,0.917798348,-0.309203132,-0.253071255,-0.145029882,0.396744979,-0.607282117,-0.661816107,-0.159502288,-0.160781242,-0.002561982,-0.130483383,-0.368113897,0.63636851,1.092095971,0.793146995,0.040320063,0.194697654,-0.574705303,-0.128820647,-1.939435129,-2.101847062,0.281489567,0.327435828,0.137347864,0.138452593,-0.135317115,0.391166812,1.148555327,0.686288996,1.632200648,2.208806939,-0.114543488,0.394416369,0.380843204,3.322535818,-0.450076423,-0.381060253,0.839388838,-0.349863585,8.719145984,9.385560074,3.455010205,6.729473759,7.741731225,8.800894387,7.434496755,6.662143834,7.797469507,-1.861211772,7.259230758,4.839957871,5.534265992,6.002322455,-0.979856268,7.622285822,9.353714416,3.831908321,-4.524176785,6.814745261,8.227994761,7.299588495,2.859527508,7.61612045,4.191213275,6.754853352,3.04820765,6.269426525,6.871535847,8.876480326,5.375180138,9.197527674,6.20232523,5.009152948,9.334095674,11.04226381,6.90121398,6.833924923,4.320267456,6.113957405,6.767569496,5.510622178,7.682532365,6.811027452,0.711039677,0.520217335,6.65345038,5.728882773,5.805619554,-2.649707667,6.07170228,6.385966225,2.601667149,5.90732082,9.554835691,5.301841982,6.298925035,6.335099153,7.110785484,6.239865433,5.54056598,5.390208348,5.65116484,6.92101054,4.351316611,4.467345062,6.865454555,-4.524176785,-6.109139285,5.716217056,0.65904504,6.650540882,6.499808529,7.381084851,6.07170228,5.046311446,6.949021599,9.90114841,7.942834313,8.470117718,4.381711592,7.091606094,6.082845228,6.781315008,8.03655409,6.040290305,4.786435997,9.335002073,5.605535542,10.55446051,6.657182563,-2.939214284,5.119078157
753607,-0.211128815,0.306803094,0.005386482,1.225115978,0.448601752,0.872135699,-2.149769953,-0.506372355,0.973161535,-0.675528117,-0.068777859,-0.498316714,-1.516730071,0.115412671,-0.767801319,-1.123941625,0.132954059,1.248153713,-0.275971969,0.735272929,-0.416607198,1.047138122,4.103295715,-0.394747378,-2.836733206,-0.264018317,0.22338216,-0.026527461,1.831150123,0.409553977,0.295629613,-0.845106902,0.391489007,0.13418976,0.06598475,-0.866457416,-0.961787492,0.252878993,0.193565782,2.947910608,-3.488167462,-0.380998379,0.902998557,-1.084139803,2.421580107,1.25492691,0.510271357,-1.844937489,-1.40032207,-0.427503818,-0.211933658,2.224125459,-0.429346764,-0.136803501,-0.363675162,0.692718825,-0.379439356,-0.068698659,-0.00409484,1.109566266,-0.472642819,-1.015369021,-0.15964772,-0.4913035,-0.649840854,1.112541687,0.073170987,1.708763628,-0.701910608,0.250002444,0.015900864,-0.13089255,-0.068196501,-0.101753155,0.303248698,-1.127206904,-1.515348607,-0.135673398,0.138709229,-0.311410565,-3.088895263,-0.758983927,0.144448362,-0.623723651,0.126186471,1.550431296,0.04183789,-2.8333081,-1.450806717,0.940804618,-0.301890009,0.038345071,1.17915939,0.401897518,-0.115614131,-0.471541109,0.224913864,0.482083498,4.241275673,-0.382043536,-1.270016827,0.225965467,1.464017936,-0.351190095,0.857023761,-1.163713586,0.342692798,7.520712203,9.657134197,5.836655527,7.10660344,6.236070737,8.577652337,8.479053808,5.492589757,4.072386161,-6.965389556,6.54013257,5.710199996,5.659177463,5.142372406,5.685587367,6.583311962,7.131956777,7.410351317,8.350880189,6.455404055,0.800587125,6.258963903,5.068377559,6.201348899,-5.090920438,6.775691143,4.122736136,6.493657771,7.09268675,7.557171543,5.103724506,2.450352212,6.395046055,5.40120587,7.030230398,6.57485959,7.798255084,3.838472481,6.899602591,-5.742997135,7.464038981,6.198731717,4.612825868,4.967440339,3.382231813,9.174994229,-1.274227652,3.204952832,6.282290764,1.47893517,7.045517298,5.687231379,6.369954271,7.217961517,9.138588013,7.367416262,6.812242482,5.590397846,7.117341636,7.456959971,5.638777544,-3.05849896,6.282488522,6.142317926,4.872895193,6.218194137,3.40711279,-6.965389556,1.991712486,5.020570941,5.069294793,3.95521142,0.685662135,5.227416947,5.277089894,6.635723483,7.117452496,9.120131313,8.549499113,5.307531771,3.388859826,4.849326412,7.17642489,6.513085159,6.298417571,7.519747918,5.024123212,7.57661451,1.648092985,-2.210502054,6.603318717,-6.965389556,-6.228423962
753608,0.011889,0.003968,-0.352894,-0.096483,0.383158,0.09058,0.03927,-0.185543,0.187142,0.136586,0.634048,0.151517,0.395879,0.017255,-0.35422,0.068203,-0.183241,-0.342683,-0.24198,-0.015628,-0.251241,0.555774,-0.458298,0.035523,3.059786,-0.083983,1.178534,-0.35823,3.474346,-0.229181,0.785645,-0.295217,-0.418751,0.345898,2.246813,-0.066369,1.374054,0.022218,-0.247226,-0.258964,0.512606,-0.774252,1.364668,2.219643,0.428336,0.204476,-0.031414,-0.633634,-0.169274,0.621346,-0.342564,0.974778,1.214373,0.249268,-0.103008,-0.158952,-0.672087,0.226238,-0.458388,0.061615,0.246613,1.137704,-0.404171,-0.0832,0.191021,0.418842,-0.205509,-0.173876,2.323069,0.093967,0.180125,-0.085936,-0.273632,-0.468191,-0.151897,-0.205798,-0.820102,-0.071073,0.579328,-0.116766,-0.903421,0.708849,-0.312329,0.108307,0.124527,0.022343,0.055112,0.682007,0.503474,-0.22423,0.195725,-0.155074,-0.085378,-0.073103,-0.100814,0.122495,0.310953,-0.117134,1.760577,0.334472,0.531584,-0.141749,1.16461,0.041101,-0.273029,1.282467,-0.248948,8.695274052,10.37185007,5.400319935,6.673243427,7.885429685,8.0401912,7.057133547,7.722982506,9.864072355,-0.53532349,5.107408083,5.464969235,5.108907377,6.052173989,2.101771815,6.619034356,8.148946968,8.5011356,-4.480181936,6.889088232,10.41126953,7.550554161,3.919843582,8.213348581,5.882857694,8.192641153,3.851630748,7.738805026,7.161598888,7.870702011,5.354289114,9.72516842,6.132133699,5.500814434,10.26657379,6.381680404,7.624089193,10.36616054,4.412816157,5.624940862,6.57034697,5.678427752,6.737654624,7.316912126,0.357761306,6.306251068,6.18248644,6.341432623,6.291472592,1.459984815,6.609533357,6.9154593,6.471248498,6.954758981,11.01708986,3.538852733,6.591950668,6.797919003,6.029790955,6.276541162,5.402766737,7.114609182,5.998183227,7.776085733,4.051979149,5.930269416,5.632257571,-4.480181936,-6.802110031,6.953090522,2.663456374,5.452032816,6.642516663,6.633430017,5.04063315,4.204216048,6.544542203,9.456437601,7.893933788,7.696801488,3.016472147,7.127425792,5.248758932,6.032558527,6.949956952,5.94083092,5.430610677,9.02540635,4.656809176,9.471995079,6.451294298,-3.101670313,3.207718587
753610,-0.239327804,-0.246609155,0.364307106,0.697808276,0.327537882,0.86413478,0.744488748,0.58036103,1.323739111,0.610865217,1.335337635,-0.024547575,-1.648676894,-0.123844938,1.650882311,-0.393178128,0.146952165,1.063176608,-0.789978183,-0.290327917,-1.437236801,-0.175069473,-0.107574009,-0.159239047,-2.319710023,0.217399317,-0.540982402,-0.329524297,-0.829717646,-0.63439319,0.772656776,-0.100846189,-0.125638617,0.56876824,-1.845211762,0.743091254,-1.191674681,-0.254149757,0.229901164,0.146899181,-0.519168824,-0.156591118,0.482388635,-0.275439267,-1.560758926,-0.153749249,0.037109099,0.917380637,-0.380101431,-0.291406346,0.626305586,0.316396835,-0.393943043,0.601719115,-0.308343526,-0.960620749,-0.011884484,-0.135402243,-0.046518589,0.130248773,0.073643061,-1.071110218,-0.285614302,-0.219104454,-1.072459503,0.202370733,0.570969678,0.289833631,-0.427304897,-0.393702802,-0.347784975,-0.090977522,0.222729206,-1.240827276,-0.306645923,-0.406267698,-0.051242791,0.000786034,0.137986343,-0.34003977,-0.743131298,-0.844685053,-0.079776234,0.179915599,-0.084776519,0.872192436,-0.673836649,1.403625843,2.290781552,0.202686187,0.017448845,0.053261913,0.329886805,0.19846679,-0.211469309,-0.609063137,0.193044544,0.479460174,-1.19621946,0.428343234,-0.671732498,0.055229276,-0.196161764,0.372955771,0.119429255,-1.559377402,0.632534433,7.326089941,9.502266294,6.730817813,7.711385083,7.742912123,9.180510632,7.501837158,5.857516381,0.714445201,-3.993214024,8.078933148,5.641597027,4.384279453,6.279618579,4.608798929,5.823282731,7.382037942,4.972193857,-8.51677598,6.931437139,0.287355042,1.77439472,3.858535018,4.144334049,7.336070474,6.761056252,5.200793351,6.922048354,7.238241969,-0.292774305,6.149614478,4.10916112,6.56325038,4.298006735,9.195314352,6.620335245,7.28303684,5.994544295,1.865848047,1.062539958,6.328665066,6.105561879,6.743959825,2.984563638,7.231967212,5.520341946,-0.580138041,5.920260809,5.649936328,-2.902066136,6.940701093,5.894668804,6.366296834,7.36646393,8.648788603,5.229633369,6.733041164,1.826409736,7.28030288,6.110586905,5.581173831,-0.020920953,6.214808228,6.654205296,-0.264110547,4.969681982,5.161053754,-8.51677598,-6.931813479,6.000093603,4.880497552,5.451620823,-2.326951421,6.628957193,5.903907997,5.626846388,5.509142179,10.25386533,8.277119395,8.162140457,3.832781707,5.672044643,6.447248948,5.791349702,5.717367837,-2.141736548,4.775689455,7.167671317,4.713394604,2.358973372,6.919447556,-4.268848466,-5.346850978
753612,-0.143418609,-0.486976871,1.251136077,0.330305912,0.9825578,0.151882296,-0.596063652,0.824092488,-0.903125235,-0.860937678,0.061763704,0.392688055,-1.399310067,0.608873614,1.40817494,1.506766565,0.024054056,-0.388513392,4.211978051,-0.881510133,-2.0793908,0.157168429,0.173078096,0.138057205,-1.733520351,0.152576493,-0.940719697,-0.1377821,-0.190428395,0.935857116,-0.048185194,-0.674375461,0.919954426,-0.12512679,-0.20379347,1.052941975,-1.375371692,-0.018042148,0.304784484,-0.840153127,-1.292824484,-0.132443483,0.48485083,-0.664582738,0.239886863,0.090470317,-0.308164303,-0.447454425,-0.936534765,-0.036601923,-0.113765803,0.498017196,0.699690122,0.189153992,0.287716403,0.389090513,-0.744051219,0.273343291,-0.443569347,-0.214493471,-0.082616559,-0.271863699,0.037870501,0.141618252,-0.482521512,-0.628288944,1.232406687,-0.635313561,-0.560113085,0.582960839,0.687302607,-0.689559135,0.718471466,-0.069300149,-0.653034832,0.258826822,-1.124712851,0.325712254,0.488719339,-0.354358427,1.051711218,-0.447405323,0.965534396,0.169158918,0.67732985,0.299357602,0.053804872,-1.815186767,-1.915639448,-0.117241828,0.171351966,0.889803361,-0.113848177,0.457592896,-0.978714196,-0.352583622,0.080608726,-0.671039967,-0.579919963,-0.363602822,-0.720220969,-0.385131789,-0.375446756,0.077188711,-0.008000483,-2.581692217,-0.6629011,8.03,8.85,6.4,6.37,6.7,9.46,7.05,6.92,1.5,-3.53,8.05,6.57,4.32,5.66,10.9,3.47,6.85,6.48,-0.213,7.35,4.95,-1.3,3.77,-0.677,2.51E-05,6.78,2.72,7.77,6.91,-2.57,5.92,0.162,6.43,5.47,8.16,2.45,6.8,4.84,5.53,2.88,6.89,6.1,3.48,2.96,-4.97,5.71,-2.35,5.45,4.95,-2.42,6.03,6.63,-0.444,7.28,9.95,5.46,7.33,5.95,2.62,7.38,5.49,0.349,6.53,5.77,4.83,0.114,4.74,-6.19,-7.77,5.42,3.65,7.33,-3.69,7.14,5.06,5.32,5.75,10.2,8.36,7.09,5.68,4.73,7.66,-1.94,5.52,2.71,5.96,8.67,3.1,-0.324,7.21,-7.77,-4.32
753614,0.160295,-0.092694,0.075437,-0.774533,-1.083076,0.515115,0.44663,0.128818,-0.119715,1.147158,0.979334,-0.117936,2.333002,-0.186375,-0.516039,0.219191,0.064491,-0.442657,0.034608,0.512508,2.560206,-0.523209,-0.096618,-0.26164,3.06784,0.125532,1.378254,0.232001,5.258531,-0.178624,-1.206642,-0.823473,-0.468309,0.157327,4.954161,-0.244764,1.240211,-0.074053,-0.207782,0.633756,0.574772,-0.629961,-0.74394,1.696949,1.359065,-0.185214,-0.047177,-0.562862,0.78926,0.139853,1.123856,-0.749759,0.192752,0.060794,-0.222693,1.177977,0.185388,0.200712,0.059481,-0.200016,0.416992,0.743224,0.025983,-0.01501,-0.740939,0.284332,-0.225449,-1.162249,-0.589648,0.193647,0.05616,-0.282532,1.971531,-0.1225,0.257322,-0.140231,-0.534547,0.07033,-0.467335,-0.011479,0.148917,1.69535,0.251279,0.34917,-0.969553,0.538231,-0.371049,-1.489252,-2.297595,-0.132215,1.023474,0.037832,0.24895,-0.178091,0.067784,-0.225637,-0.08185,-0.176367,3.325338,-0.323147,0.840157,-0.221609,-0.171382,-0.182269,0.086002,-0.820706,-0.062061,8.896277295,9.67621161,5.599308732,6.78887252,7.596965283,9.214098732,7.805402038,7.071837332,11.15257272,-2.09841433,5.312083109,5.001448004,5.65792443,4.815255615,1.90550072,6.76886441,8.306033096,8.218555792,-5.037013785,6.50295276,11.23357964,7.744004341,4.65705385,7.473997567,1.217227502,8.762638852,2.457508498,7.60164838,6.752384006,9.187515534,5.192205598,9.334377181,6.649632638,6.598250871,9.87968988,6.390822818,7.616204508,8.288244816,5.514694476,0.690906669,7.345159892,4.88333907,6.946336142,6.273788314,7.320446582,-0.739333237,6.352975987,6.726060227,5.00965552,0.877869601,7.595299877,7.260380183,6.068676513,6.84728395,10.73608248,1.532841823,7.030308526,5.251852289,6.892861028,5.92226372,5.188193652,4.377319101,5.775965686,7.203876903,4.847156734,5.849952902,5.133328602,-6.621976286,-6.621976286,4.855276038,-0.17903279,5.751704547,6.493229967,6.582747678,6.083440113,4.804812608,6.861965419,10.53190226,8.215602374,6.983618976,3.892737768,8.010394183,5.651527948,6.360839079,7.132806851,7.021541732,4.867369955,9.425850564,4.536002164,4.170000535,5.811348341,-6.621976286,7.188695755
753615,0.291029057,0.133638829,0.57070936,0.624569064,1.107933883,0.245723889,-0.869025737,0.149054759,-1.245163764,-1.563909199,-0.417709382,1.010667931,-1.853681846,-0.017173373,-0.45919171,1.535218269,0.372446057,0.314078981,2.589056007,0.803059191,-3.793698679,-0.398866953,0.024627876,-0.054154711,0.902323428,0.244215415,-0.91773061,0.304326457,-0.268516991,-0.097541531,-0.073597013,-0.064903494,0.728732583,-0.293361329,-1.252881555,-0.156423536,-1.302513615,-0.00416839,0.308538605,0.270162228,-1.389227711,-1.073659122,-0.798738965,0.109702161,0.479675087,-0.462166471,0.057353452,1.476987465,-1.042942651,-0.543563639,-0.096542645,-0.783920957,-0.143971849,0.071685802,-0.239163777,0.650871443,1.082001271,0.871590147,0.220112739,0.373912799,0.070557261,0.857131835,0.409168392,0.073649305,1.196800804,-0.812937069,0.619302166,0.783446797,-0.844788457,0.634796272,0.703818116,0.607773951,1.325101607,-0.024435742,-1.085786589,-0.402463981,-0.892980369,0.019072915,-0.276955355,-0.539918227,1.133488372,-0.412670654,0.410767159,-0.164288526,0.474796469,0.447550908,0.222278867,1.065168281,0.609784598,-0.035700633,0.01236479,0.175649049,-0.095872989,-0.080144723,-1.153628176,-0.37825045,-0.992177031,0.31204315,-1.527375498,-0.355313399,0.692356487,0.486573044,-0.378317202,0.420422097,0.46778532,-1.997823035,-0.227673668,8.370255369,9.493052184,7.03227893,6.637651359,6.742386252,10.11381052,6.421885837,7.617916789,-3.414101379,-8.057957569,6.425921174,7.297359112,5.551336617,6.380899245,7.998955282,8.193654282,6.351897395,4.271558498,-1.399746086,8.033126523,6.494051023,-8.057957569,4.364895627,-4.59852595,-0.12131963,6.264886009,1.897692339,7.142749502,7.777920134,-6.472995068,5.238528518,-5.250602647,6.264322703,6.232565327,7.432673979,-1.615014073,6.050975202,6.614854473,4.476102087,-4.151066973,7.333655241,7.516665522,2.828501127,0.673361462,-8.057957569,-4.888032568,-4.357517851,6.827691146,5.593430532,-5.250602647,7.773473391,8.456001289,-0.898086232,6.968695544,10.35526127,-6.472995068,8.405295379,9.527599181,4.195594494,6.099152477,6.016936495,-5.736029474,7.160567829,9.572970735,6.004847505,-3.810030056,3.461187219,-1.139094332,-8.057957569,7.511749728,2.663996044,8.00642734,-4.59852595,7.242073181,3.071969365,5.266926148,6.044920325,10.13750596,8.607753076,7.592056363,-4.888032568,5.140640943,6.031575671,0.175662108,7.286234295,-5.250602647,6.12202925,9.074672688,3.211753552,-4.888032568,7.124941081,-3.414101379,-6.472995068
